month_of_delay,datetime,hbt,hbtqf,age_group,age_group_qf,reason_for_delay,reason_for_delay_qf,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
202102,2021-02-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,827,30
202102,2021-02-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,976,35
202102,2021-02-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,67,2
202102,2021-02-01,S08000030,NA,18-74,NA,All Delay Reasons,d,798,29
202102,2021-02-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,488,17
202102,2021-02-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,282,10
202102,2021-02-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,28,1
202102,2021-02-01,S08000030,NA,75plus,NA,All Delay Reasons,d,1072,38
202102,2021-02-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,339,12
202102,2021-02-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,694,25
202102,2021-02-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,39,1
202102,2021-02-01,S08000031,NA,18plus,d,All Delay Reasons,d,7754,277
202102,2021-02-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,3724,133
202102,2021-02-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,3522,126
202102,2021-02-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,508,18
202102,2021-02-01,S08000031,NA,18-74,NA,All Delay Reasons,d,3217,115
202102,2021-02-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1598,57
202102,2021-02-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1525,54
202102,2021-02-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,94,3
202102,2021-02-01,S08000031,NA,75plus,NA,All Delay Reasons,d,4537,162
202102,2021-02-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,2126,76
202102,2021-02-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,1997,71
202102,2021-02-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,414,15
202102,2021-02-01,S08000032,NA,18plus,d,All Delay Reasons,d,2875,103
202102,2021-02-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,552,20
202102,2021-02-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,2309,82
202102,2021-02-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,14,1
202102,2021-02-01,S08000032,NA,18-74,NA,All Delay Reasons,d,759,27
202102,2021-02-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,202,7
202102,2021-02-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,557,20
202102,2021-02-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202102,2021-02-01,S08000032,NA,75plus,NA,All Delay Reasons,d,2116,76
202102,2021-02-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,350,13
202102,2021-02-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,1752,63
202102,2021-02-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,14,1
202102,2021-02-01,S92000003,d,18plus,d,All Delay Reasons,d,30450,1088
202102,2021-02-01,S92000003,d,18plus,d,Code 9 Reasons,NA,11131,398
202102,2021-02-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,18428,658
202102,2021-02-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,891,32
202102,2021-02-01,S92000003,d,18-74,NA,All Delay Reasons,d,10447,373
202102,2021-02-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4369,156
202102,2021-02-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,5846,209
202102,2021-02-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,232,8
202102,2021-02-01,S92000003,d,75plus,NA,All Delay Reasons,d,20003,714
202102,2021-02-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,6762,242
202102,2021-02-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,12582,449
202102,2021-02-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,659,24
202103,2021-03-01,S08000015,NA,18plus,d,All Delay Reasons,d,2851,92
202103,2021-03-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,999,32
202103,2021-03-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,1840,59
202103,2021-03-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,12,0
202103,2021-03-01,S08000015,NA,18-74,NA,All Delay Reasons,d,1032,33
202103,2021-03-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,457,15
202103,2021-03-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,573,18
202103,2021-03-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,2,0
202103,2021-03-01,S08000015,NA,75plus,NA,All Delay Reasons,d,1819,59
202103,2021-03-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,542,17
202103,2021-03-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,1267,41
202103,2021-03-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,10,0
202103,2021-03-01,S08000016,NA,18plus,d,All Delay Reasons,d,1095,35
202103,2021-03-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,192,6
202103,2021-03-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,888,29
202103,2021-03-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,15,0
202103,2021-03-01,S08000016,NA,18-74,NA,All Delay Reasons,d,263,8
202103,2021-03-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,29,1
202103,2021-03-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,234,8
202103,2021-03-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000016,NA,75plus,NA,All Delay Reasons,d,832,27
202103,2021-03-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,163,5
202103,2021-03-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,654,21
202103,2021-03-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,15,0
202103,2021-03-01,S08000017,NA,18plus,d,All Delay Reasons,d,876,28
202103,2021-03-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,340,11
202103,2021-03-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,536,17
202103,2021-03-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000017,NA,18-74,NA,All Delay Reasons,d,362,12
202103,2021-03-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,146,5
202103,2021-03-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,216,7
202103,2021-03-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000017,NA,75plus,NA,All Delay Reasons,d,514,17
202103,2021-03-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,194,6
202103,2021-03-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,320,10
202103,2021-03-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000019,NA,18plus,d,All Delay Reasons,d,1857,60
202103,2021-03-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,849,27
202103,2021-03-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,969,31
202103,2021-03-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,39,1
202103,2021-03-01,S08000019,NA,18-74,NA,All Delay Reasons,d,712,23
202103,2021-03-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,396,13
202103,2021-03-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,310,10
202103,2021-03-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,6,0
202103,2021-03-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1145,37
202103,2021-03-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,453,15
202103,2021-03-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,659,21
202103,2021-03-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,33,1
202103,2021-03-01,S08000020,NA,18plus,d,All Delay Reasons,d,1726,56
202103,2021-03-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,371,12
202103,2021-03-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,1317,42
202103,2021-03-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,38,1
202103,2021-03-01,S08000020,NA,18-74,NA,All Delay Reasons,d,413,13
202103,2021-03-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,54,2
202103,2021-03-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,328,11
202103,2021-03-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
202103,2021-03-01,S08000020,NA,75plus,NA,All Delay Reasons,d,1313,42
202103,2021-03-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,317,10
202103,2021-03-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,989,32
202103,2021-03-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,7,0
202103,2021-03-01,S08000022,NA,18plus,d,All Delay Reasons,d,3099,100
202103,2021-03-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,769,25
202103,2021-03-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,2237,72
202103,2021-03-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,93,3
202103,2021-03-01,S08000022,NA,18-74,NA,All Delay Reasons,d,889,29
202103,2021-03-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,208,7
202103,2021-03-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,681,22
202103,2021-03-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000022,NA,75plus,NA,All Delay Reasons,d,2210,71
202103,2021-03-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,561,18
202103,2021-03-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,1556,50
202103,2021-03-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,93,3
202103,2021-03-01,S08000024,NA,18plus,d,All Delay Reasons,d,4848,156
202103,2021-03-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,1094,35
202103,2021-03-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,3631,117
202103,2021-03-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,123,4
202103,2021-03-01,S08000024,NA,18-74,NA,All Delay Reasons,d,1496,48
202103,2021-03-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,241,8
202103,2021-03-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,1188,38
202103,2021-03-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,67,2
202103,2021-03-01,S08000024,NA,75plus,NA,All Delay Reasons,d,3352,108
202103,2021-03-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,853,28
202103,2021-03-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,2443,79
202103,2021-03-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,56,2
202103,2021-03-01,S08000025,NA,18plus,d,All Delay Reasons,d,234,8
202103,2021-03-01,S08000025,NA,18plus,d,Code 9 Reasons,NA,97,3
202103,2021-03-01,S08000025,NA,18plus,d,Health and Social Care Reasons,NA,137,4
202103,2021-03-01,S08000025,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000025,NA,18-74,NA,All Delay Reasons,d,105,3
202103,2021-03-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,40,1
202103,2021-03-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,65,2
202103,2021-03-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000025,NA,75plus,NA,All Delay Reasons,d,129,4
202103,2021-03-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,57,2
202103,2021-03-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,72,2
202103,2021-03-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000026,NA,18plus,d,All Delay Reasons,d,54,2
202103,2021-03-01,S08000026,NA,18plus,d,Code 9 Reasons,NA,0,0
202103,2021-03-01,S08000026,NA,18plus,d,Health and Social Care Reasons,NA,54,2
202103,2021-03-01,S08000026,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000026,NA,18-74,NA,All Delay Reasons,d,30,1
202103,2021-03-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
202103,2021-03-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,30,1
202103,2021-03-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000026,NA,75plus,NA,All Delay Reasons,d,24,1
202103,2021-03-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
202103,2021-03-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,24,1
202103,2021-03-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000028,NA,18plus,d,All Delay Reasons,d,508,16
202103,2021-03-01,S08000028,NA,18plus,d,Code 9 Reasons,NA,118,4
202103,2021-03-01,S08000028,NA,18plus,d,Health and Social Care Reasons,NA,390,13
202103,2021-03-01,S08000028,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000028,NA,18-74,NA,All Delay Reasons,d,35,1
202103,2021-03-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,2,0
202103,2021-03-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,33,1
202103,2021-03-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000028,NA,75plus,NA,All Delay Reasons,d,473,15
202103,2021-03-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,116,4
202103,2021-03-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,357,12
202103,2021-03-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000029,NA,18plus,d,All Delay Reasons,d,3153,102
202103,2021-03-01,S08000029,NA,18plus,d,Code 9 Reasons,NA,1532,49
202103,2021-03-01,S08000029,NA,18plus,d,Health and Social Care Reasons,NA,1609,52
202103,2021-03-01,S08000029,NA,18plus,d,Patient and Family Related Reasons,NA,12,0
202103,2021-03-01,S08000029,NA,18-74,NA,All Delay Reasons,d,1294,42
202103,2021-03-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,914,29
202103,2021-03-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,380,12
202103,2021-03-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000029,NA,75plus,NA,All Delay Reasons,d,1859,60
202103,2021-03-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,618,20
202103,2021-03-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,1229,40
202103,2021-03-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,12,0
202103,2021-03-01,S08000030,NA,18plus,d,All Delay Reasons,d,1932,62
202103,2021-03-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,1009,33
202103,2021-03-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,914,29
202103,2021-03-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,9,0
202103,2021-03-01,S08000030,NA,18-74,NA,All Delay Reasons,d,838,27
202103,2021-03-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,548,18
202103,2021-03-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,290,9
202103,2021-03-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000030,NA,75plus,NA,All Delay Reasons,d,1094,35
202103,2021-03-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,461,15
202103,2021-03-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,624,20
202103,2021-03-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,9,0
202103,2021-03-01,S08000031,NA,18plus,d,All Delay Reasons,d,8429,272
202103,2021-03-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,3960,128
202103,2021-03-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,3848,124
202103,2021-03-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,621,20
202103,2021-03-01,S08000031,NA,18-74,NA,All Delay Reasons,d,3558,115
202103,2021-03-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1756,57
202103,2021-03-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1562,50
202103,2021-03-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,240,8
202103,2021-03-01,S08000031,NA,75plus,NA,All Delay Reasons,d,4871,157
202103,2021-03-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,2204,71
202103,2021-03-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,2286,74
202103,2021-03-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,381,12
202103,2021-03-01,S08000032,NA,18plus,d,All Delay Reasons,d,3178,103
202103,2021-03-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,724,23
202103,2021-03-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,2408,78
202103,2021-03-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,46,1
202103,2021-03-01,S08000032,NA,18-74,NA,All Delay Reasons,d,1048,34
202103,2021-03-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,219,7
202103,2021-03-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,829,27
202103,2021-03-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202103,2021-03-01,S08000032,NA,75plus,NA,All Delay Reasons,d,2130,69
202103,2021-03-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,505,16
202103,2021-03-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,1579,51
202103,2021-03-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,46,1
202103,2021-03-01,S92000003,d,18plus,d,All Delay Reasons,d,33840,1092
202103,2021-03-01,S92000003,d,18plus,d,Code 9 Reasons,NA,12054,389
202103,2021-03-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,20778,670
202103,2021-03-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,1008,33
202103,2021-03-01,S92000003,d,18-74,NA,All Delay Reasons,d,12075,390
202103,2021-03-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,5010,162
202103,2021-03-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,6719,217
202103,2021-03-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,346,11
202103,2021-03-01,S92000003,d,75plus,NA,All Delay Reasons,d,21765,702
202103,2021-03-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,7044,227
202103,2021-03-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,14059,454
202103,2021-03-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,662,21
202104,2021-04-01,S08000015,NA,18plus,d,All Delay Reasons,d,2414,80
202104,2021-04-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,867,29
202104,2021-04-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,1515,51
202104,2021-04-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,32,1
202104,2021-04-01,S08000015,NA,18-74,NA,All Delay Reasons,d,824,27
202104,2021-04-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,386,13
202104,2021-04-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,415,14
202104,2021-04-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,23,1
202104,2021-04-01,S08000015,NA,75plus,NA,All Delay Reasons,d,1590,53
202104,2021-04-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,481,16
202104,2021-04-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,1100,37
202104,2021-04-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,9,0
202104,2021-04-01,S08000016,NA,18plus,d,All Delay Reasons,d,1067,36
202104,2021-04-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,215,7
202104,2021-04-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,846,28
202104,2021-04-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,6,0
202104,2021-04-01,S08000016,NA,18-74,NA,All Delay Reasons,d,337,11
202104,2021-04-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,67,2
202104,2021-04-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,270,9
202104,2021-04-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000016,NA,75plus,NA,All Delay Reasons,d,730,24
202104,2021-04-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,148,5
202104,2021-04-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,576,19
202104,2021-04-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,6,0
202104,2021-04-01,S08000017,NA,18plus,d,All Delay Reasons,d,966,32
202104,2021-04-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,288,10
202104,2021-04-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,678,23
202104,2021-04-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000017,NA,18-74,NA,All Delay Reasons,d,378,13
202104,2021-04-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,90,3
202104,2021-04-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,288,10
202104,2021-04-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000017,NA,75plus,NA,All Delay Reasons,d,588,20
202104,2021-04-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,198,7
202104,2021-04-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,390,13
202104,2021-04-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000019,NA,18plus,d,All Delay Reasons,d,2020,67
202104,2021-04-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,848,28
202104,2021-04-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,1061,35
202104,2021-04-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,111,4
202104,2021-04-01,S08000019,NA,18-74,NA,All Delay Reasons,d,712,24
202104,2021-04-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,373,12
202104,2021-04-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,286,10
202104,2021-04-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,53,2
202104,2021-04-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1308,44
202104,2021-04-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,475,16
202104,2021-04-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,775,26
202104,2021-04-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,58,2
202104,2021-04-01,S08000020,NA,18plus,d,All Delay Reasons,d,1598,53
202104,2021-04-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,266,9
202104,2021-04-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,1324,44
202104,2021-04-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,8,0
202104,2021-04-01,S08000020,NA,18-74,NA,All Delay Reasons,d,411,14
202104,2021-04-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,38,1
202104,2021-04-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,373,12
202104,2021-04-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000020,NA,75plus,NA,All Delay Reasons,d,1187,40
202104,2021-04-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,228,8
202104,2021-04-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,951,32
202104,2021-04-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,8,0
202104,2021-04-01,S08000022,NA,18plus,d,All Delay Reasons,d,2368,79
202104,2021-04-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,547,18
202104,2021-04-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,1645,55
202104,2021-04-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,176,6
202104,2021-04-01,S08000022,NA,18-74,NA,All Delay Reasons,d,622,21
202104,2021-04-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,177,6
202104,2021-04-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,445,15
202104,2021-04-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000022,NA,75plus,NA,All Delay Reasons,d,1746,58
202104,2021-04-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,370,12
202104,2021-04-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,1200,40
202104,2021-04-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,176,6
202104,2021-04-01,S08000024,NA,18plus,d,All Delay Reasons,d,5154,172
202104,2021-04-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,1128,38
202104,2021-04-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,3869,129
202104,2021-04-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,157,5
202104,2021-04-01,S08000024,NA,18-74,NA,All Delay Reasons,d,1648,55
202104,2021-04-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,382,13
202104,2021-04-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,1203,40
202104,2021-04-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,63,2
202104,2021-04-01,S08000024,NA,75plus,NA,All Delay Reasons,d,3506,117
202104,2021-04-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,746,25
202104,2021-04-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,2666,89
202104,2021-04-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,94,3
202104,2021-04-01,S08000025,NA,18plus,d,All Delay Reasons,d,114,4
202104,2021-04-01,S08000025,NA,18plus,d,Code 9 Reasons,NA,60,2
202104,2021-04-01,S08000025,NA,18plus,d,Health and Social Care Reasons,NA,49,2
202104,2021-04-01,S08000025,NA,18plus,d,Patient and Family Related Reasons,NA,5,0
202104,2021-04-01,S08000025,NA,18-74,NA,All Delay Reasons,d,60,2
202104,2021-04-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,30,1
202104,2021-04-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,30,1
202104,2021-04-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202104,2021-04-01,S08000025,NA,75plus,NA,All Delay Reasons,d,54,2
202104,2021-04-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,30,1
202104,2021-04-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,19,1
202104,2021-04-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,5,0
202104,2021-04-01,S08000026,NA,18plus,d,All Delay Reasons,d,13,0
202104,2021-04-01,S08000026,NA,18plus,d,Code 9 Reasons,NA,0,0
202104,2021-04-01,S08000026,NA,18plus,d,Health and Social Care Reasons,NA,13,0
