quarter,season,quarter_year,quarters,quarter_qf,hb.x,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,available_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,id,location_name,postcode
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S314H,NA,AG,NA,Renal Medicine,NA,1827,NA,1524,NA,20,NA,17,NA,83,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2791,NA,2788,NA,31,NA,31,NA,100,NA,211,Western General Hospital,EH4 2XU
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,317,NA,317,NA,4,NA,4,NA,100,NA,226,St John's Hospital,EH54 6PP
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,5278,NA,5033,NA,59,NA,56,NA,95,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2561,NA,2524,NA,28,NA,28,NA,99,NA,211,Western General Hospital,EH4 2XU
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,25,NA,25,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4803,NA,4566,NA,53,NA,50,NA,95,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2459,NA,2401,NA,27,NA,26,NA,98,NA,211,Western General Hospital,EH4 2XU
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,23,NA,23,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4597,NA,4294,NA,50,NA,47,NA,93,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2503,NA,2449,NA,27,NA,27,NA,98,NA,211,Western General Hospital,EH4 2XU
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,10,NA,10,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,5064,NA,4809,NA,55,NA,52,NA,95,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2493,NA,2479,NA,28,NA,28,NA,99,NA,211,Western General Hospital,EH4 2XU
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,20,NA,20,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,5352,NA,5178,NA,59,NA,58,NA,97,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2411,NA,2365,NA,26,NA,26,NA,98,NA,211,Western General Hospital,EH4 2XU
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,4,NA,4,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4875,NA,4672,NA,54,NA,51,NA,96,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2108,NA,2009,NA,23,NA,22,NA,95,NA,211,Western General Hospital,EH4 2XU
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,14,NA,14,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4800,NA,4513,NA,52,NA,49,NA,94,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2651,NA,2628,NA,29,NA,29,NA,99,NA,211,Western General Hospital,EH4 2XU
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,19,NA,19,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4942,NA,4664,NA,54,NA,51,NA,94,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2830,NA,2641,NA,31,NA,29,NA,93,NA,211,Western General Hospital,EH4 2XU
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,23,NA,23,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4753,NA,4202,NA,52,NA,46,NA,88,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,3326,NA,2093,NA,37,NA,23,NA,63,NA,211,Western General Hospital,EH4 2XU
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,21,NA,21,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,6135,NA,2710,NA,67,NA,30,NA,44,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2990,NA,2329,NA,32,NA,25,NA,78,NA,211,Western General Hospital,EH4 2XU
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,18,NA,18,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4592,NA,3458,NA,50,NA,38,NA,75,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2853,NA,2373,NA,31,NA,26,NA,83,NA,211,Western General Hospital,EH4 2XU
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,47,NA,47,NA,1,NA,1,NA,100,NA,226,St John's Hospital,EH54 6PP
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,5049,NA,4327,NA,55,NA,47,NA,86,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2762,NA,2451,NA,31,NA,27,NA,89,NA,211,Western General Hospital,EH4 2XU
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,91,NA,91,NA,1,NA,1,NA,100,NA,226,St John's Hospital,EH54 6PP
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4539,NA,4035,NA,50,NA,45,NA,89,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,2781,NA,2539,NA,31,NA,28,NA,91,NA,211,Western General Hospital,EH4 2XU
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,171,NA,171,NA,2,NA,2,NA,100,NA,226,St John's Hospital,EH54 6PP
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,4441,NA,3807,NA,49,NA,42,NA,86,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S116H,NA,AQ,NA,Respiratory Medicine,NA,3342,NA,3342,NA,36,NA,36,NA,100,NA,211,Western General Hospital,EH4 2XU
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S308H,NA,AQ,NA,Respiratory Medicine,NA,37,NA,37,NA,0,NA,0,NA,100,NA,226,St John's Hospital,EH54 6PP
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S314H,NA,AQ,NA,Respiratory Medicine,NA,5323,NA,4825,NA,58,NA,52,NA,91,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,209,NA,188,NA,2,NA,2,NA,90,NA,211,Western General Hospital,EH4 2XU
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,300,NA,275,NA,3,NA,3,NA,92,NA,211,Western General Hospital,EH4 2XU
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,405,NA,373,NA,4,NA,4,NA,92,NA,211,Western General Hospital,EH4 2XU
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,352,NA,327,NA,4,NA,4,NA,93,NA,211,Western General Hospital,EH4 2XU
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,218,NA,205,NA,2,NA,2,NA,94,NA,211,Western General Hospital,EH4 2XU
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,253,NA,227,NA,3,NA,2,NA,90,NA,211,Western General Hospital,EH4 2XU
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,169,NA,136,NA,2,NA,1,NA,80,NA,211,Western General Hospital,EH4 2XU
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,326,NA,293,NA,4,NA,3,NA,90,NA,211,Western General Hospital,EH4 2XU
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,357,NA,273,NA,4,NA,3,NA,76,NA,211,Western General Hospital,EH4 2XU
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,988,NA,613,NA,11,NA,7,NA,62,NA,211,Western General Hospital,EH4 2XU
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,47,NA,47,NA,1,NA,1,NA,100,NA,211,Western General Hospital,EH4 2XU
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,94,NA,94,NA,1,NA,1,NA,100,NA,211,Western General Hospital,EH4 2XU
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,163,NA,163,NA,2,NA,2,NA,100,NA,211,Western General Hospital,EH4 2XU
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,136,NA,136,NA,1,NA,1,NA,100,NA,211,Western General Hospital,EH4 2XU
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S116H,NA,AR,NA,Rheumatology,NA,242,NA,242,NA,3,NA,3,NA,100,NA,211,Western General Hospital,EH4 2XU
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,15296,NA,13845,NA,170,NA,154,NA,91,NA,211,Western General Hospital,EH4 2XU
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,4805,NA,2975,NA,53,NA,33,NA,62,NA,226,St John's Hospital,EH54 6PP
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,30995,NA,28618,NA,344,NA,318,NA,92,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,16019,NA,14407,NA,176,NA,158,NA,90,NA,211,Western General Hospital,EH4 2XU
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5544,NA,3377,NA,61,NA,37,NA,61,NA,226,St John's Hospital,EH54 6PP
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,32979,NA,30257,NA,362,NA,332,NA,92,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,16934,NA,14951,NA,184,NA,163,NA,88,NA,211,Western General Hospital,EH4 2XU
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5680,NA,3088,NA,62,NA,34,NA,54,NA,226,St John's Hospital,EH54 6PP
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,33667,NA,30181,NA,366,NA,328,NA,90,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,17852,NA,14225,NA,194,NA,155,NA,80,NA,211,Western General Hospital,EH4 2XU
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5543,NA,3124,NA,60,NA,34,NA,56,NA,226,St John's Hospital,EH54 6PP
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,33420,NA,29118,NA,363,NA,316,NA,87,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,16453,NA,14510,NA,183,NA,161,NA,88,NA,211,Western General Hospital,EH4 2XU
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5434,NA,3139,NA,60,NA,35,NA,58,NA,226,St John's Hospital,EH54 6PP
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,32192,NA,29135,NA,358,NA,324,NA,91,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,17521,NA,14911,NA,193,NA,164,NA,85,NA,211,Western General Hospital,EH4 2XU
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5793,NA,3316,NA,64,NA,36,NA,57,NA,226,St John's Hospital,EH54 6PP
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,33110,NA,27863,NA,364,NA,306,NA,84,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,17580,NA,14398,NA,191,NA,156,NA,82,NA,211,Western General Hospital,EH4 2XU
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5754,NA,3367,NA,63,NA,37,NA,59,NA,226,St John's Hospital,EH54 6PP
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,33882,NA,28262,NA,368,NA,307,NA,83,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,17150,NA,14619,NA,186,NA,159,NA,85,NA,211,Western General Hospital,EH4 2XU
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5123,NA,3355,NA,56,NA,36,NA,65,NA,226,St John's Hospital,EH54 6PP
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,33373,NA,29172,NA,363,NA,317,NA,87,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,16493,NA,13097,NA,181,NA,144,NA,79,NA,211,Western General Hospital,EH4 2XU
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,4359,NA,2556,NA,48,NA,28,NA,59,NA,226,St John's Hospital,EH54 6PP
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,31625,NA,27315,NA,348,NA,300,NA,86,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,17972,NA,8902,NA,197,NA,98,NA,50,NA,211,Western General Hospital,EH4 2XU
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,6391,NA,1594,NA,70,NA,18,NA,25,NA,226,St John's Hospital,EH54 6PP
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,27107,NA,17252,NA,298,NA,190,NA,64,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,14569,NA,9011,NA,158,NA,98,NA,62,NA,211,Western General Hospital,EH4 2XU
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,5749,NA,2341,NA,62,NA,25,NA,41,NA,226,St John's Hospital,EH54 6PP
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,38711,NA,27885,NA,421,NA,303,NA,72,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,14063,NA,10633,NA,153,NA,116,NA,76,NA,211,Western General Hospital,EH4 2XU
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,4544,NA,2208,NA,49,NA,24,NA,49,NA,226,St John's Hospital,EH54 6PP
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,37369,NA,28839,NA,406,NA,313,NA,77,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,11969,NA,8945,NA,133,NA,99,NA,75,NA,211,Western General Hospital,EH4 2XU
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,4582,NA,2384,NA,51,NA,26,NA,52,NA,226,St John's Hospital,EH54 6PP
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,36376,NA,28733,NA,404,NA,319,NA,79,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,13306,NA,10039,NA,146,NA,110,NA,75,NA,211,Western General Hospital,EH4 2XU
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,6177,NA,2875,NA,68,NA,32,NA,47,NA,226,St John's Hospital,EH54 6PP
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,38127,NA,30631,NA,419,NA,337,NA,80,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S116H,NA,NA,z,Surgery Grouping,d,13022,NA,9917,NA,142,NA,108,NA,76,NA,211,Western General Hospital,EH4 2XU
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S308H,NA,NA,z,Surgery Grouping,d,6078,NA,3070,NA,66,NA,33,NA,51,NA,226,St John's Hospital,EH54 6PP
2021Q3,Autumn,2021,Q3,p,S08000024,NA,S314H,NA,NA,z,Surgery Grouping,d,36300,NA,30009,NA,395,NA,326,NA,83,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,797,NA,53,NA,9,NA,1,NA,7,NA,226,St John's Hospital,EH54 6PP
2018Q1,Spring,2018,Q1,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12038,NA,11450,NA,134,NA,127,NA,95,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,821,NA,39,NA,9,NA,0,NA,5,NA,226,St John's Hospital,EH54 6PP
2018Q2,Summer,2018,Q2,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,13008,NA,12468,NA,143,NA,137,NA,96,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,957,NA,19,NA,10,NA,0,NA,2,NA,226,St John's Hospital,EH54 6PP
2018Q3,Autumn,2018,Q3,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12582,NA,11733,NA,137,NA,128,NA,93,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,1004,NA,73,NA,11,NA,1,NA,7,NA,226,St John's Hospital,EH54 6PP
2018Q4,Winter,2018,Q4,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12375,NA,11316,NA,135,NA,123,NA,91,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,923,NA,17,NA,10,NA,0,NA,2,NA,226,St John's Hospital,EH54 6PP
2019Q1,Spring,2019,Q1,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12378,NA,11676,NA,138,NA,130,NA,94,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,984,NA,85,NA,11,NA,1,NA,9,NA,226,St John's Hospital,EH54 6PP
2019Q2,Summer,2019,Q2,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12384,NA,11440,NA,136,NA,126,NA,92,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,936,NA,38,NA,10,NA,0,NA,4,NA,226,St John's Hospital,EH54 6PP
2019Q3,Autumn,2019,Q3,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12373,NA,11008,NA,134,NA,120,NA,89,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,610,NA,63,NA,7,NA,1,NA,10,NA,226,St John's Hospital,EH54 6PP
2019Q4,Winter,2019,Q4,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12512,NA,11966,NA,136,NA,130,NA,96,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,342,NA,87,NA,4,NA,1,NA,25,NA,226,St John's Hospital,EH54 6PP
2020Q1,Spring,2020,Q1,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,11643,NA,10356,NA,128,NA,114,NA,89,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,602,NA,22,NA,7,NA,0,NA,4,NA,226,St John's Hospital,EH54 6PP
2020Q2,Summer,2020,Q2,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,8735,NA,5873,NA,96,NA,65,NA,67,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,250,NA,25,NA,3,NA,0,NA,10,NA,226,St John's Hospital,EH54 6PP
2020Q3,Autumn,2020,Q3,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,11298,NA,8590,NA,123,NA,93,NA,76,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,275,NA,36,NA,3,NA,0,NA,13,NA,226,St John's Hospital,EH54 6PP
2020Q4,Winter,2020,Q4,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,11974,NA,8985,NA,130,NA,98,NA,75,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,258,NA,34,NA,3,NA,0,NA,13,NA,226,St John's Hospital,EH54 6PP
2021Q1,Spring,2021,Q1,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12673,NA,9651,NA,141,NA,107,NA,76,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S308H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,260,NA,14,NA,3,NA,0,NA,5,NA,226,St John's Hospital,EH54 6PP
2021Q2,Summer,2021,Q2,NA,S08000024,NA,S314H,NA,C8,NA,Trauma and Orthopaedic Surgery,NA,12247,NA,9542,NA,135,NA,105,NA,78,NA,232,Royal Infirmary of Edinburgh at Little France,EH16 4SA
